# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 +1.2976210433302870e-01 +2.2358675246278732e-04 -2.3158670681189451e-02 -8.0593298491096554e+00 +1.6550910873767012e+02 +5.3685659084287232e+04 -2.5875146155361761e+06 
+1.0000000000000001e-01 +1.2976208751888052e-01 +2.2609787150319909e-04 -2.4361683168120138e-02 -8.1444222590609190e+00 +1.9042432571974373e+02 +5.4122942770910893e+04 -2.7002563166341693e+06 
+2.0000000000000001e-01 +1.2976206626590334e-01 +2.2861196879749487e-04 -2.5199742495316233e-02 -8.2268679319339295e+00 +2.1057231694728728e+02 +5.4547707486487168e+04 -2.7950038187121525e+06 
+3.0000000000000004e-01 +1.2976204087660761e-01 +2.3112805440699311e-04 -2.5693012461971726e-02 -8.3064131679463724e+00 +2.2618169955310429e+02 +5.4957694696275044e+04 -2.8725667895624810e+06 
+4.0000000000000002e-01 +1.2976201165349785e-01 +2.3364516371829965e-04 -2.5861655635771048e-02 -8.3828048447639869e+00 +2.3748107152415375e+02 +5.5350648687100678e+04 -2.9337548231869498e+06 
+5.0000000000000000e-01 +1.2976197889908223e-01 +2.3616235519168208e-04 -2.5725834296610187e-02 -8.4557903796950598e+00 +2.4469902772400647e+02 +5.5724316419249124e+04 -2.9793775126540014e+06 
+5.9999999999999998e-01 +1.2976194291585325e-01 +2.3867870616640769e-04 -2.5305707976084311e-02 -8.5251176353591500e+00 +2.4806411314922750e+02 +5.6076447052667005e+04 -3.0102442307262649e+06 
+6.9999999999999996e-01 +1.2976190400631124e-01 +2.4119331217444678e-04 -2.4621436320220826e-02 -8.5905349310792047e+00 +2.4780487678656786e+02 +5.6404792094741337e+04 -3.0271643853092273e+06 
+7.9999999999999993e-01 +1.2976186247294341e-01 +2.4370528192184157e-04 -2.3693176290515146e-02 -8.6517909226922409e+00 +2.4414981719290486e+02 +5.6707104770671554e+04 -3.0309471606124849e+06 
+8.9999999999999991e-01 +1.2976181861823008e-01 +2.4621373594777457e-04 -2.2541082848457947e-02 -8.7086345961895208e+00 +2.3732739510722658e+02 +5.6981140072410424e+04 -3.0224015776497540e+06 
+9.9999999999999989e-01 +1.2976177274464790e-01 +2.4871780231304128e-04 -2.1185309298624687e-02 -8.7608151663303850e+00 +2.2756603918528540e+02 +5.7224654233457346e+04 -3.0023365213348321e+06 
+1.0999999999999999e+00 +1.2976172515466117e-01 +2.5121661521805989e-04 -1.9646005977287738e-02 -8.8080820697849340e+00 +2.1509412011802758e+02 +5.7435404775475079e+04 -2.9715606173574138e+06 
+1.2000000000000000e+00 +1.2976167615072393e-01 +2.5370931067880247e-04 -1.7943320467064511e-02 -8.8501848648201058e+00 +2.0013995434426505e+02 +5.7611149994900683e+04 -2.9308822509296197e+06 
+1.3000000000000000e+00 +1.2976162603528321e-01 +2.5619502532432762e-04 -1.6097397952731810e-02 -8.8868732271933020e+00 +1.8293181018279446e+02 +5.7749649017802854e+04 -2.8811095956606646e+06 
+1.4000000000000001e+00 +1.2976157511076827e-01 +2.5867289187782159e-04 -1.4128379593629569e-02 -8.9178968463259007e+00 +1.6369787546358489e+02 +5.7848661271612385e+04 -2.8230504590219716e+06 
+1.5000000000000002e+00 +1.2976152367960050e-01 +2.6114203714147313e-04 -1.2056403847009923e-02 -8.9430053970311238e+00 +1.4266628305753403e+02 +5.7905946400650537e+04 -2.7575124057054543e+06 
+1.6000000000000003e+00 +1.2976147204418409e-01 +2.6360157903987001e-04 -9.9016049941160911e-03 -8.9619484798359661e+00 +1.2006508093491578e+02 +5.7919263987235194e+04 -2.6853026129504237e+06 
+1.7000000000000004e+00 +1.2976142050691283e-01 +2.6605062361651258e-04 -7.6841140341159745e-03 -8.9744755649693122e+00 +9.6122249324112772e+01 +5.7886373310445757e+04 -2.6072279541037059e+06 
+1.8000000000000005e+00 +1.2976136937015725e-01 +2.6848826230130865e-04 -5.4240568853230866e-03 -8.9803359407733598e+00 +7.1065665781758284e+01 +5.7805033119528096e+04 -2.5240948334734542e+06 
+1.9000000000000006e+00 +1.2976131893627832e-01 +2.7091356838972121e-04 -3.1415559564436568e-03 -8.9792786394051820e+00 +4.5123133583439966e+01 +5.7673001276548232e+04 -2.4367093183261221e+06 
+2.0000000000000004e+00 +1.2976126950760916e-01 +2.7332560450709829e-04 -8.5672857998012910e-04 -8.9710530217024367e+00 +1.8522405726250028e+01 +5.7488037624576704e+04 -2.3458773037817255e+06 
+2.1000000000000005e+00 +1.2976122133720155e-01 +2.7572404033173337e-04 +1.4141729192966488e-03 -8.9556861334988884e+00 -8.5451737678144291e+00 +5.7249771728353960e+04 -2.2523021819845778e+06 
+2.2000000000000006e+00 +1.2976117449657940e-01 +2.7810816158025601e-04 +3.6682012499123983e-03 -8.9339910175428603e+00 -3.6037324256741229e+01 +5.6963671946648392e+04 -2.1561567464507925e+06 
+2.3000000000000007e+00 +1.2976112901520145e-01 +2.8047694985460365e-04 +5.9052572013362876e-03 -8.9069411653101227e+00 -6.3948748665036263e+01 +5.6636560290173984e+04 -2.0574554785379488e+06 
+2.4000000000000008e+00 +1.2976108492253724e-01 +2.8282938881276368e-04 +8.1252384256145331e-03 -8.8755104266188951e+00 -9.2274112307959982e+01 +5.6275262364869530e+04 -1.9562128698163785e+06 
+2.5000000000000009e+00 +1.2976104224806717e-01 +2.8516446017891550e-04 +1.0328038781892607e-02 -8.8406727121267732e+00 -1.2100801007570161e+02 +5.5886604402191297e+04 -1.8524437118079492e+06 
+2.6000000000000010e+00 +1.2976100102128368e-01 +2.8748114272284360e-04 +1.2513547743551281e-02 -8.8034019651325188e+00 -1.5014495434721698e+02 +5.5477413107825516e+04 -1.7461631506018948e+06 
+2.7000000000000011e+00 +1.2976096127169331e-01 +2.8977841291973337e-04 +1.4681649847798389e-02 -8.7646721776104517e+00 -1.7967936500193196e+02 +5.5054515754247186e+04 -1.6373867277879901e+06 
+2.8000000000000012e+00 +1.2976092302881609e-01 +2.9205524483740637e-04 +1.6832224299198326e-02 -8.7254573867326712e+00 -2.0960556094436373e+02 +5.4624740166681637e+04 -1.5261304182995814e+06 
+2.9000000000000012e+00 +1.2976088632219623e-01 +2.9431061026103701e-04 +1.8965143300975131e-02 -8.6867316787075879e+00 -2.3991772878037847e+02 +5.4194914754811223e+04 -1.4124107724578453e+06 
+3.0000000000000013e+00 +1.2976085118139105e-01 +2.9654347862234865e-04 +2.1080273074450387e-02 -8.6494691845269358e+00 -2.7060994144771797e+02 +5.3771868489616580e+04 -1.2962448253725676e+06 
+3.1000000000000014e+00 +1.2976081763598277e-01 +2.9875281648043887e-04 +2.3177471989285405e-02 -8.6146440653605705e+00 -3.0167612304992662e+02 +5.3362430827946890e+04 -1.1776502569137320e+06 
+3.2000000000000015e+00 +1.2976078571558217e-01 +3.0093758886008876e-04 +2.5256589704191468e-02 -8.5832305489788716e+00 -3.3311003191892917e+02 +5.2973431924084791e+04 -1.0566454688238685e+06 
+3.3000000000000016e+00 +1.2976075544982169e-01 +3.0309675768226376e-04 +2.7317467739513938e-02 -8.5562028857483270e+00 -3.6490527154953031e+02 +5.2611702388931983e+04 -9.3324952803346538e+05 
+3.4000000000000017e+00 +1.2976072686836157e-01 +3.0522928362715574e-04 +2.9359938215154736e-02 -8.5345353982617951e+00 -3.9705526615821327e+02 +5.2284073570529690e+04 -8.0748227838806948e+05 
+3.5000000000000018e+00 +1.2976070000089363e-01 +3.0733412441426723e-04 +3.1383823050428271e-02 -8.5192024342130424e+00 -4.2955324517024735e+02 +5.1997377298464540e+04 -6.7936441022310185e+05 
+3.6000000000000019e+00 +1.2976067487714280e-01 +3.0941023590309250e-04 +3.3388933463554461e-02 -8.5111783956941842e+00 -4.6239223438730488e+02 +5.1758446054279942e+04 -5.4891749504773598e+05 
